id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,occasion_cleaned,category,category_name
32815,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,31x20cm folded; 31x40cm open,,,1917-0116_wotm,,,1917-09-21,Fleischmann's Vienna Restaurant,,Dollars,USD,complete,3,395,,0,
32818,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1917-0119_wotm,,,1917-09-11,Waldorf Astoria,,Dollars,USD,complete,1,112,,0,
32819,The New Mills Hotel Restaurant and Lunch Counter,The New Mills Hotel Restaurant and Lunch Counter,,,,16x11.5cm folded; 16x23cm open,,,1917-0120_wotm,,,1917-09-13,The New Mills Hotel Restaurant and Lunch Counter,,Dollars,USD,complete,3,70,,0,
32821,South Ferry Hotel,South Ferry Hotel,,,,24x15cm,,,1917-0122_wotm,,,1917-09-21,South Ferry Hotel,,Dollars,USD,complete,1,41,,0,
32822,South Ferry Hotel,South Ferry Hotel,,,,24x15cm,,,1917-0123_wotm,,,1917-09-22,South Ferry Hotel,,Dollars,USD,complete,1,43,,0,
32823,South Ferry Hotel,South Ferry Hotel,,,,24x15cm,,,1917-0124_wotm,,,1917-09-23,South Ferry Hotel,,Dollars,USD,complete,1,43,,0,
32824,The New Mills Hotel Restaurant and Lunch Counter,The New Mills Hotel Restaurant and Lunch Counter,,,,16x11.5cm folded; 16x23cm open,,,1917-0125_wotm,,,1917-09-26,The New Mills Hotel Restaurant and Lunch Counter,,Dollars,USD,complete,3,67,,0,
32827,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,31x20cm folded; 31x40cm open,,,1917-0128_wotm,,,1917-10-01,Fleischmann's Vienna Restaurant,,Dollars,USD,complete,3,150,,0,
32828,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1917-0129_wotm,,,1917-10-02,Waldorf Astoria,,Dollars,USD,complete,1,116,,0,
32831,R.H. Macy and Co.,R.H. Macy and Co.,,,,22.5x14.5cm folded; 22.5x36cm open,,,1917-0132_wotm,,,1917-10-29,R.H. Macy and Co.,,Dollars,USD,complete,5,137,,0,
32832,The Biltmore,The Biltmore,,,,28x17.5cm folded; 28x35cm open,,,1917-0133_wotm,,,1917-10-21,The Biltmore,,Dollars,USD,complete,4,10,,0,
32833,South Ferry Hotel,South Ferry Hotel,,,,24x15cm,,,1917-0134_wotm,,,1917-10-13,South Ferry Hotel,,Dollars,USD,complete,1,35,,0,
32835,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,31x20cm folded; 31x40cm open,,,1917-0136_wotm,,,1917-10-15,Fleischmann's Vienna Restaurant,,Dollars,USD,complete,6,340,,0,
32836,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,31x20cm folded; 31x40cm open,,,1917-0137_wotm,,,1917-10-16,Fleischmann's Vienna Restaurant,,Dollars,USD,complete,3,390,,0,
32837,Mendel,Mendel,,,,28x18cm,,,1917-0138_wotm,,,1917-10-16,Mendel,,Dollars,USD,complete,1,130,,0,
32839,The Biltmore,The Biltmore,,,,28x17.5cm folded; 28x35cm open,,,1917-0140_wotm,,,1917-10-17,The Biltmore,,Dollars,USD,complete,4,94,,0,
32840,Waldorf Astoria,Waldorf Astoria,,,,23x16cm folded; 23x32cm open,,,1917-0141_wotm,,,1917-10-19,Waldorf Astoria,,Dollars,USD,complete,4,163,,0,
32843,The Biltmore,The Biltmore,,,,28x17.5cm folded; 28x35cm open,,,1917-0144_wotm,,,1917-10-21,The Biltmore,,Dollars,USD,complete,4,154,,0,
32844,Hanover Lunch Co.,Hanover Lunch Co.,,,,18.5x12cm folded; 18.5x24cm open,,,1917-0145_wotm,,,1917-10-22,Hanover Lunch Co.,,Dollars,USD,complete,5,100,,0,
32845,Waldorf Astoria,Waldorf Astoria,,,,23.5x16cm folded; 23.5x32cm open,,,1917-0146_wotm,,,1917-10-23,Waldorf Astoria,,Dollars,USD,complete,4,134,,0,
32846,Hotel McAlpin,Hotel McAlpin,,,,27x20.5cm folded; 27x41cm open,,,1917-0147_wotm,,,1917-10-23,Hotel McAlpin,,Dollars,USD,complete,3,57,,0,
32847,Hanover Lunch Co.,Hanover Lunch Co.,,,,24x14cm ,,,1917-0148_wotm,,,1917-10-23,Hanover Lunch Co.,,Dollars,USD,complete,1,28,,0,
32848,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,31x20cm folded; 31x40cm open,,,1917-0149_wotm,,,1917-10-23,Fleischmann's Vienna Restaurant,,Dollars,USD,complete,3,345,,0,
32849,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0150_wotm,,,1917-10-23,Delmonicos,,Dollars,USD,complete,2,228,,0,
32850,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0151_wotm,,,1917-10-23,Delmonicos,,Dollars,USD,complete,2,203,,0,
32851,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0152_wotm,,,1917-10-23,Delmonicos,,Dollars,USD,complete,2,247,,0,
32852,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0153_wotm,,,1917-10-24,The Biltmore,,Dollars,USD,complete,4,162,,0,
32853,Waldorf Astoria,Waldorf Astoria,,,,24x16cm folded; 24x32cm open,,,1917-0154_wotm,,,1917-10-24,Waldorf Astoria,,Dollars,USD,complete,4,151,,0,
32854,South Ferry Hotel,South Ferry Hotel,,,,24x15cm,,,1917-0155_wotm,,,1917-10-25,South Ferry Hotel,,Dollars,USD,complete,1,42,,0,
32855,Hotel McAlpin,Hotel McAlpin,,,,26x20.5cm folded; 26x41cm open,,,1917-0156_wotm,,,1917-10-25,Hotel McAlpin,,Dollars,USD,complete,3,212,,0,
32856,Waldorf Astoria,Waldorf Astoria,,,,28x20.5cm folded; 28x41cm open,,,1917-0157_wotm,,,1917-10-25,Waldorf Astoria,,Dollars,USD,complete,4,193,,0,
32857,Waldorf Astoria,Waldorf Astoria,,,,28x20.5cm folded; 28x41cm open,,,1917-0158_wotm,,,1917-10-25,Waldorf Astoria,,Dollars,USD,complete,4,193,,0,
32858,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0159_wotm,,,1917-10-25,Delmonicos,,Dollars,USD,complete,2,206,,0,
32859,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0160_wotm,,,1917-10-25,Delmonicos,,Dollars,USD,complete,2,160,,0,
32860,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0161_wotm,,,1917-10-25,The Biltmore,,Dollars,USD,complete,4,157,,0,
32861,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0162_wotm,,,1917-10-25,The Biltmore,,Dollars,USD,complete,4,162,,0,
32862,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0163_wotm,,,1917-10-26,The Biltmore,,Dollars,USD,complete,4,155,,0,
32863,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0164_wotm,,,1917-10-26,The Biltmore,,Dollars,USD,complete,4,154,,0,
32864,Hotel McAlpin,Hotel McAlpin,,,,26x20.5cm folded; 26x41cm open,,,1917-0165_wotm,,,1917-10-26,Hotel McAlpin,,Dollars,USD,complete,3,138,,0,
32865,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1917-0166_wotm,,,1917-10-26,Waldorf Astoria,,Dollars,USD,complete,1,106,,0,
32866,South Ferry Hotel,South Ferry Hotel,,,,24x15cm,,,1917-0167_wotm,,,1917-10-26,South Ferry Hotel,,Dollars,USD,complete,1,41,,0,
32867,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0168_wotm,,,1917-10-26,Delmonicos,,Dollars,USD,complete,2,196,,0,
32868,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0169_wotm,,,1917-10-26,Delmonicos,,Dollars,USD,complete,2,252,,0,
32869,Waldorf Astoria,Waldorf Astoria,,,,28x20.5cm folded; 28x41cm open,,,1917-0170_wotm,,,1917-10-26,Waldorf Astoria,,Dollars,USD,complete,4,194,,0,
32870,Waldorf Astoria,Waldorf Astoria,,,,28x20.5cm folded; 28x41cm open,,,1917-0171_wotm,,,1917-10-26,Waldorf Astoria,,Dollars,USD,complete,4,194,,0,
32871,Hotel McAlpin,Hotel McAlpin,,,,18x12.5cm,,,1917-0172_wotm,,,1917-10-27,Hotel McAlpin,,Dollars,USD,complete,1,64,,0,
32872,Grand Central Terminal Restaurant,Grand Central Terminal Restaurant,,,,28x17.5cm ,,,1917-0173_wotm,,,1917-10-27,Grand Central Terminal Restaurant,,Dollars,USD,complete,1,126,,0,
32873,Hotel McAlpin,Hotel McAlpin,,,,25.5x17cm folded; 25.5x34cm open,,,1917-0174_wotm,,,1917-10-27,Hotel McAlpin,,Dollars,USD,complete,4,114,,0,
32874,Hotel McAlpin,Hotel McAlpin,,,,26.5x20cm folded; 26.5x40cm open,,,1917-0175_wotm,,,1917-10-27,Hotel McAlpin,,Dollars,USD,complete,3,251,,0,
32875,Waldorf Astoria,Waldorf Astoria,,,,28x20.5cm folded; 28x41cm open,,,1917-0176_wotm,,,1917-10-27,Waldorf Astoria,,Dollars,USD,complete,4,194,,0,
32876,Waldorf Astoria,Waldorf Astoria,,,,28x20.5cm folded; 28x41cm open,,,1917-0177_wotm,,,1917-10-28,Waldorf Astoria,,Dollars,USD,complete,8,378,,0,
32877,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0179_wotm,,,1917-10-27,Delmonicos,,Dollars,USD,complete,4,451,,0,
32878,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0180_wotm,,,1917-10-27,Delmonicos,,Dollars,USD,complete,2,212,,0,
32879,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0181_wotm,,,1917-10-27,Delmonicos,,Dollars,USD,complete,2,250,,0,
32880,The Biltmore,The Biltmore,,,,28x17.5cm folded; 28x35cm open,,,1917-0182_wotm,,,1917-10-28,The Biltmore,,Dollars,USD,complete,4,166,,0,
32881,The Biltmore,The Biltmore,,,,28x17.5cm folded; 28x35cm open,,,1917-0183_wotm,,,1917-10-28,The Biltmore,,Dollars,USD,complete,4,0,,0,
32882,Thomases Bakery and Lunch Room,Thomases Bakery and Lunch Room,,,,23x14cm,,,1917-0184_wotm,,,1917-10-28,Thomases Bakery and Lunch Room,,Dollars,USD,complete,1,157,,0,
32883,Thomases Bakery and Lunch Room,Thomases Bakery and Lunch Room,,,,28x18cm,,,1917-0185_wotm,,,1917-10-28,Thomases Bakery and Lunch Room,,Dollars,USD,complete,1,49,,0,
32884,South Ferry Hotel,South Ferry Hotel,,,,24x15cm,,,1917-0186_wotm,,,1917-10-28,South Ferry Hotel,,Dollars,USD,complete,1,30,,0,
32885,Delmonicos.,Delmonicos.,,,,30.5x22cm ,,,1917-0187_wotm,,,1917-10-28,Delmonicos.,,Dollars,USD,complete,2,175,,0,
32886,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0188_wotm,,,1917-10-28,Delmonicos,,Dollars,USD,complete,2,254,,0,
32887,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0189_wotm,,,1917-10-29,Delmonicos,,Dollars,USD,complete,2,210,,0,
32888,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0190_wotm,,,1917-10-29,Delmonicos,,Dollars,USD,complete,2,261,,0,
32889,Delmonicos,Delmonicos,,,,30.5x22cm ,,,1917-0191_wotm,,,1917-10-29,Delmonicos,,Dollars,USD,complete,2,224,,0,
32890,South Ferry Hotel,South Ferry Hotel,,,,24x15cm,,,1917-0192_wotm,,,1917-10-29,South Ferry Hotel,,Dollars,USD,complete,1,40,,0,
32891,Adams' Dining Room,Adams' Dining Room,,,,28x17cm folded; 28x34cm open,,,1917-0193_wotm,,,1917-10-29,Adams' Dining Room,,Dollars,USD,complete,4,268,,0,
32892,Waldorf Astoria,Waldorf Astoria,,,,28x21.5cm,,,1917-0194_wotm,,,1917-10-29,Waldorf Astoria,,Dollars,USD,complete,2,180,,0,
32893,Waldorf Astoria,Waldorf Astoria,,,,28x20.5cm folded; 28x41cm open,,,1917-0195_wotm,,,1917-10-29,Waldorf Astoria,,Dollars,USD,complete,8,224,,0,
32894,Macy's,Macy's,,,,7.5x11cm,,,1917-0196_wotm,,,1917-10-29,Macy's,,Dollars,USD,complete,1,11,,0,
32895,Hotel McAlpin,Hotel McAlpin,,,,26.5x20.5cm folded; 26.5x41cm open,,,1917-0197_wotm,,,1917-10-29,Hotel McAlpin,,Dollars,USD,complete,5,286,,0,
32896,Hotel McAlpin,Hotel McAlpin,,,,32x19.5cm,,,1917-0198_wotm,,,1917-10-29,Hotel McAlpin,,Dollars,USD,complete,1,112,,0,
32897,The Biltmore,The Biltmore,,,,28x17.5cm folded; 28x35cm open,,,1917-0199_wotm,,,1917-10-29,The Biltmore,,Dollars,USD,complete,4,162,,0,
32898, South Ferry Hotel, South Ferry Hotel,,,,24x15cm,,,1917-0200_wotm,,,1917-10-30, South Ferry Hotel,,Dollars,USD,complete,1,39,,0,
32899,The Biltmore,The Biltmore,,,,28x17.5cm folded; 28x35cm open,,,1917-0201_wotm,,,1917-10-30,The Biltmore,,Dollars,USD,complete,4,88,,0,
32900,Hotel Marlborough Grill,Hotel Marlborough Grill,,,,34x17cm,,,1917-0639_wotm,,,1917-11-23,Hotel Marlborough Grill,,Dollars,USD,complete,1,137,,0,
32901,Hotel Marlborough Grill,Hotel Marlborough Grill,,,,37x22.5cm,,,1917-0640_wotm,,,1917-11-22,Hotel Marlborough Grill,,Dollars,USD,complete,1,34,,0,
32902,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,menu ripped in half,1917-0642_wotm,,,1917-11-22,The Biltmore,,Dollars,USD,complete,4,158,,0,
32903,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0643_wotm,,,1917-11-23,The Biltmore,,Dollars,USD,complete,4,101,,0,
32904,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0644_wotm,,,1917-11-22,The Biltmore,,Dollars,USD,complete,4,78,,0,
32905,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0645_wotm,,,1917-11-23,The Biltmore,,Dollars,USD,complete,4,70,,0,
32906,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0646_wotm,,,1917-11-22,Hotel Manhattan,,Dollars,USD,complete,4,174,,0,
32907,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0647_wotm,,,1917-11-22,Hotel Manhattan,,Dollars,USD,complete,4,52,,0,
32908,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0648_wotm,,,1917-11-23,Hotel Manhattan,,Dollars,USD,complete,4,172,,0,
32909,Wolpin's Restaurant,Wolpin's Restaurant,,,,28x18cm,,,1917-0649_wotm,,,1917-11-23,Wolpin's Restaurant,,Dollars,USD,complete,1,174,,0,
32910,Pennsylvania Railroad,Pennsylvania Railroad,,,,26.5x15.5cm,,,1917-0650_wotm,,,1917-11-23,Pennsylvania Railroad,,Dollars,USD,complete,2,87,,0,
32911,The Yale Club,The Yale Club,,,,23x14cm folded; 23x28cm open,,,1917-0651_wotm,,,1917-11-23,The Yale Club,,Dollars,USD,complete,2,144,,0,
32912,The New Mills Hotel,The New Mills Hotel,,,,16x12cm folded; 16x24cm open,,,1917-0652_wotm,,,1917-11-23,The New Mills Hotel,,Dollars,USD,complete,4,67,,0,
32914,John Wanamaker,John Wanamaker,,,,25.5x18cm,,,1917-0654_wotm,,,1917-11-23,John Wanamaker,,Dollars,USD,complete,1,36,,0,
32916,Waldorf Astoria,Waldorf Astoria,,,,28x20.5cm folded; 28x41cm open,,,1917-0656_wotm,,,1917-11-23,Waldorf Astoria,,Dollars,USD,complete,4,26,,0,
32917,Hotel Belmont,Hotel Belmont,,,,24x21.5cm,,,1917-0657_wotm,,,1917-11-24,Hotel Belmont,,Dollars,USD,complete,1,336,,0,
32918,Hotel Belmont,Hotel Belmont,,,,24x21.5cm,,,1917-0658_wotm,,,1917-11-24,Hotel Belmont,,Dollars,USD,complete,1,329,,0,
32919,Hotel Belmont,Hotel Belmont,,,,20x24cm,,,1917-0659_wotm,,,1917-11-24,Hotel Belmont,,Dollars,USD,complete,1,204,,0,
32920,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,24x15cm,,,1917-0660_wotm,,,1917-11-24,[Restaurant name and/or location not given],,Dollars,USD,complete,1,26,,0,
32921,Hotel Marlborough ,Hotel Marlborough ,,,,33x18cm,,,1917-0661_wotm,,,1917-11-24,Hotel Marlborough ,,Dollars,USD,complete,1,143,,0,
32922,Herald Square Hotel,Herald Square Hotel,,,,31.5x13.5cm,,,1917-0662_wotm,,,1917-11-24,Herald Square Hotel,,Dollars,USD,complete,1,111,,0,
32923,Herald Square Hotel,Herald Square Hotel,,,,29x21.5cm folded; 29x43cm open,,,1917-0663_wotm,,,1917-11-24,Herald Square Hotel,,Dollars,USD,complete,3,304,,0,
32924,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,,1917-0664_wotm,,,1917-11-24,Waldorf Astoria,,Dollars,USD,complete,4,151,,0,
32925,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0665_wotm,,,1917-11-24,The Biltmore,,Dollars,USD,complete,4,51,,0,
32926,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0666_wotm,,,1917-11-24,The Biltmore,,Dollars,USD,complete,4,133,,0,
32927,Hotel Belmont,Hotel Belmont,,,,16.5x21.5cm,,,1917-0667_wotm,,,1917-11-25,Hotel Belmont,,Dollars,USD,complete,1,207,,0,
32928,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,24x15cm,,,1917-0668_wotm,,,1917-11-25,[Restaurant name and/or location not given],,Dollars,USD,complete,1,22,,0,
32929,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0669_wotm,,,1917-11-25,Hotel Manhattan,,Dollars,USD,complete,4,173,,0,
32930,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0670_wotm,,,1917-11-25,Hotel Manhattan,,Dollars,USD,complete,4,173,,0,
32931,Mendel,Mendel,,,,27.5x18cm,,,1917-0671_wotm,,,1917-11-25,Mendel,,Dollars,USD,complete,1,151,,0,
32932,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,,1917-0672_wotm,,,1917-11-25,Waldorf Astoria,,Dollars,USD,complete,4,205,,0,
32933,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,,1917-0673_wotm,,,1917-11-25,Waldorf Astoria,,Dollars,USD,complete,4,197,,0,
32934,Eastern Hotel,Eastern Hotel,,,,28x18cm,,,1917-0674_wotm,,,1917-11-25,Eastern Hotel,,Dollars,USD,complete,1,72,,0,
32935,Eastern Hotel,Eastern Hotel,,,,31x20.5cm  ,,,1917-0675_wotm,,,1917-11-25,Eastern Hotel,,Dollars,USD,complete,3,141,,0,
32936,Grand Central Terminal Restaurant,Grand Central Terminal Restaurant,,,,28x18cm,,,1917-0676_wotm,,,1917-11-25,Grand Central Terminal Restaurant,,Dollars,USD,complete,1,163,,0,
32937,Grand Central Terminal Restaurant,Grand Central Terminal Restaurant,,,,28x18cm,,,1917-0677_wotm,,,1917-11-25,Grand Central Terminal Restaurant,,Dollars,USD,complete,1,209,,0,
32939,Childs,Childs,,,,23x20.5cm,,,1917-0679_wotm,,,1917-11-26,Childs,,Dollars,USD,complete,2,82,,0,
32940,Childs,Childs,,,,23x20.5cm,,,1917-0680_wotm,,,1917-11-26,Childs,,Dollars,USD,complete,2,120,,0,
32941,Childs,Childs,,,,23x20.5cm,,,1917-0681_wotm,,,1917-11-26,Childs,,Dollars,USD,complete,2,103,,0,
32942,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,24x15cm,,,1917-0682_wotm,,,1917-11-26,[Restaurant name and/or location not given],,Dollars,USD,complete,1,28,,0,
32943,Louis Sherry,Louis Sherry,,,,26.5x15.5cm folded; 26.5x31cm open,,menu also printed in French,1917-0683_wotm,,,1917-11-26,Louis Sherry,,Dollars,USD,under review,5,453,,0,
32944,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0684_wotm,,,1917-11-26,The Biltmore,,Dollars,USD,complete,4,37,,0,
32945,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0685_wotm,,,1917-11-26,The Biltmore,,Dollars,USD,complete,4,73,,0,
32946,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0686_wotm,,,1917-11-26,Hotel Manhattan,,Dollars,USD,complete,4,173,,0,
32947,Hotel Marlborough,Hotel Marlborough,,,,33.5x17.5cm,,,1917-0687_wotm,,,1917-11-26,Hotel Marlborough,,Dollars,USD,complete,1,146,,0,
32948,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,,1917-0688_wotm,,,1917-11-26,Waldorf Astoria,,Dollars,USD,complete,4,201,,0,
32949,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,,1917-0689_wotm,,,1917-11-26,Waldorf Astoria,,Dollars,USD,complete,4,196,,0,
32950,Herald Square Hotel,Herald Square Hotel,,,,31.5x13.5cm,,,1917-0690_wotm,,,1917-11-26,Herald Square Hotel,,Dollars,USD,complete,1,97,,0,
32951,Pennsylvania Railroad,Pennsylvania Railroad,,,,26.5x16.5cm,,,1917-0691_wotm,,,1917-11-26,Pennsylvania Railroad,,Dollars,USD,complete,2,258,,0,
32952,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,30.5x19.5cm,,,1917-0692_wotm,,,1917-11-26,Fleischmann's Vienna Restaurant,,Dollars,USD,complete,3,20,,0,
32953,Horn & Hardart Company,Horn & Hardart Company,,,,22.5x14cm folded; 22.5x28cm opened,,,1917-0693_wotm,,,1917-11-27,Horn & Hardart Company,,Dollars,USD,complete,4,126,,0,
32956,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0696_wotm,,,1917-11-27,Hotel Manhattan,,Dollars,USD,complete,4,112,,0,
32957,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0697_wotm,,,1917-11-29,Hotel Manhattan,,Dollars,USD,complete,4,62,,0,
32958,Hotel Manhattan,Hotel Manhattan,,,,28x18cm folded; 28x36cm open,,,1917-0698_wotm,,,1917-11-30,Hotel Manhattan,,Dollars,USD,complete,4,155,,0,
32959,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0699_wotm,,,1917-11-27,The Biltmore,,Dollars,USD,complete,4,155,,0,
32960,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0700_wotm,,,1917-11-27,The Biltmore,,Deutsche Marks,DEM,complete,4,156,,0,
32961,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0701_wotm,,,1917-11-28,The Biltmore,,Dollars,USD,complete,4,79,,0,
32962,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0702_wotm,,,1917-11-28,The Biltmore,,Dollars,USD,complete,4,169,,0,
32963,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0703_wotm,,,1917-11-29,The Biltmore,,Dollars,USD,complete,4,12,,0,
32964,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,menu ripped in half,1917-0704_wotm,,,1917-11-29,The Biltmore,,Dollars,USD,complete,4,92,,0,
32965,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0705_wotm,,,1917-11-30,The Biltmore,,Dollars,USD,complete,4,160,,0,
32966,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1917-0706_wotm,,,1917-11-30,The Biltmore,,Dollars,USD,complete,4,12,,0,
32967,Louis Sherry,Louis Sherry,,,,26.5x15cm folded; 26.5x30cm opened,,menu also printed in French,1917-0707_wotm,,,1917-11-27,Louis Sherry,,Dollars,USD,complete,2,221,,0,
32968,Louis Sherry,Louis Sherry,,,,26.5x15cm folded; 26.5x30cm opened,,menu also printed in French,1917-0708_wotm,,,1917-11-30,Louis Sherry,,Dollars,USD,complete,2,117,,0,
32969,Louis Sherry,Louis Sherry,,,,26.5x15cm folded; 26.5x30cm opened,,menu also printed in French,1917-0709_wotm,,,1917-11-30,Louis Sherry,,Dollars,USD,complete,2,209,,0,
32970,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,24x15cm,,,1917-0710_wotm,,,1917-11-27,[Restaurant name and/or location not given],,Dollars,USD,complete,1,26,,0,
32971,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,24x15cm,,,1917-0711_wotm,,,1917-11-28,[Restaurant name and/or location not given],,Dollars,USD,complete,1,22,,0,
32972,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,24x15cm,,,1917-0712_wotm,,,1917-11-29,[Restaurant name and/or location not given],,Dollars,USD,complete,1,22,,0,
32973,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,24x15cm,,,1917-0713_wotm,,,1917-11-30,[Restaurant name and/or location not given],,Dollars,USD,complete,1,31,,0,
32974,Childs,Childs,,,,23x20.5cm,,,1917-0714_wotm,,,1917-11-27,Childs,,Dollars,USD,complete,2,49,,0,
32976,Childs,Childs,,,,23x20.5cm,,,1917-0716_wotm,,,1917-11-28,Childs,,Dollars,USD,complete,2,54,,0,
32977,Childs,Childs,,,,23x20.5cm,,,1917-0717_wotm,,,1917-11-28,Childs,,Dollars,USD,complete,2,51,,0,
32978,Childs,Childs,,,,23x20.5cm,,,1917-0718_wotm,,,1917-11-28,Childs,,Dollars,USD,complete,2,50,,0,
32979,Childs,Childs,,,,23x20.5cm,,,1917-0719_wotm,,,1917-11-29,Childs,,Dollars,USD,complete,2,106,,0,
32980,Childs,Childs,,,,23x20.5cm,,,1917-0720_wotm,,,1917-11-29,Childs,,Dollars,USD,complete,2,125,,0,
32981,Childs,Childs,,,,23x20.5cm,,,1917-0721_wotm,,,1917-11-29,Childs,,Dollars,USD,complete,2,67,,0,
32982,Childs,Childs,,,,23x20.5cm,,,1917-0722_wotm,,,1917-11-30,Childs,,Dollars,USD,complete,2,133,,0,
32983,Childs,Childs,,,,23x20.5cm,,,1917-0723_wotm,,,1917-11-30,Childs,,Dollars,USD,complete,2,134,,0,
32984,Childs,Childs,,,,23x20.5cm,,,1917-0724_wotm,,,1917-11-30,Childs,,Dollars,USD,complete,2,65,,0,
32985,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,31x19.5cm folded; 31x39cm open,,,1917-0725_wotm,,,1917-11-27,Fleischmann's Vienna Restaurant,,Dollars,USD,complete,3,77,,0,
32986,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,31x19.5cm folded; 31x39cm open,,,1917-0726_wotm,,,1917-11-28,Fleischmann's Vienna Restaurant,,Dollars,USD,complete,3,419,,0,
32987,Fleischmann's Vienna Restaurant,Fleischmann's Vienna Restaurant,,,,31x19.5cm folded; 31x39cm open,,,1917-0727_wotm,,,1917-11-30,Fleischmann's Vienna Restaurant,,Dollars,USD,complete,3,423,,0,
